Annotation_source,taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species,Animal_pathogen,Plant_pathogen,pathogen_type
gtdb_bac_meta-ncbi_taxonomy,Salicibibacter halophilus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salicibibacter,Salicibibacter halophilus,NA,NA,NA
microbe-directory,Campylobacter coli,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter coli,1,NA,1
gtdb_bac_meta-ncbi_taxonomy,Candidatus Purcelliella pentastirinorum,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Purcelliella,Candidatus Purcelliella pentastirinorum,NA,NA,NA
gtdb_bac_meta-lsu_silva_23s_taxonomy,Janthinobacterium sp. 1_2014MBL_MicDiv,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. 1_2014MBL_MicDiv,NA,NA,NA
microbe-directory,Acinetobacter baumannii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,1,0,1
gtdb_bac_meta-ncbi_taxonomy,Enterobacter kobei,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei,NA,NA,NA
microbe-directory,Lactococcus phage ul36,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Lactococcus phage ul36,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Peptoniphilus ivorii,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus ivorii,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Thermogutta terrifontis,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Thermoguttaceae,Thermogutta,Thermogutta terrifontis,NA,NA,NA
microbe-directory,Spodoptera litura nucleopolyhedrovirus II,Viruses,Viruses noname,Viruses noname,Viruses noname,Baculoviridae,Alphabaculovirus,Spodoptera litura nucleopolyhedrovirus II,1,1,3
gtdb_bac_meta-ncbi_taxonomy,Aquicella siphonis,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,Aquicella siphonis,NA,NA,NA
microbe-directory,Nitrosococcus oceani,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus oceani,0,0,NA
microbe-directory,Wesselsbron virus,Viruses,Viruses noname,Viruses noname,Viruses noname,Flaviviridae,Flavivirus,Wesselsbron virus,NA,NA,NA
microbe-directory,Vibrio scophthalmi,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio scophthalmi,NA,NA,NA
microbe-directory,Acinetobacter haemolyticus,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter haemolyticus,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Ectothiorhodospira haloalkaliphila,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Ectothiorhodospira haloalkaliphila,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Escherichia marmotae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia marmotae,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Cryobacterium arcticum,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Cryobacterium,Cryobacterium arcticum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Micromonospora purpureochromogenes,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora purpureochromogenes,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Pseudomonas cerasi,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas cerasi,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Pseudomonas sp. phDV1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. phDV1,NA,NA,NA
microbe-directory,Leifsonia xyli,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia,Leifsonia xyli,0,1,2
microbe-directory,Mycobacterium phage Severus,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Severus,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Pseudomonas denitrificans (nomen rejiciendum),Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas denitrificans (nomen rejiciendum),NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Lactobacillus paragasseri,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paragasseri,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Dermabacter vaginalis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter vaginalis,NA,NA,NA
microbe-directory,Methanospirillum hungatei,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanospirillum,Methanospirillum hungatei,0,0,NA
microbe-directory,Mycoplasma haemofelis,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma haemofelis,1,0,1
microbe-directory,Cronobacter dublinensis,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter dublinensis,1,0,1
gtdb_bac_meta-ssu_silva_taxonomy,Rhodobacter sp. LPB0142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sp. LPB0142,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Enterobacter sp. E20,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. E20,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Shewanella polaris,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella polaris,NA,NA,NA
microbe-directory,Burkholderia oklahomensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia oklahomensis,1,0,1
microbe-directory,Vibrio gazogenes,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio gazogenes,0,1,2
gtdb_bac_meta-ssu_silva_taxonomy,Pseudomonas sp. A214,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. A214,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Limnobaculum parvum,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Limnobaculum,Limnobaculum parvum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,[Eubacterium] sulci,Bacteria,Firmicutes,Clostridia,Eubacteriales,,,[Eubacterium] sulci,NA,NA,NA
microbe-directory,Papaya ringspot virus,Viruses,Viruses noname,Viruses noname,Viruses noname,Potyviridae,Potyvirus,Papaya ringspot virus,0,1,2
microbe-directory,Anoxybacillus kamchatkensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus kamchatkensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Deinococcus puniceus,Bacteria,Deinococcus Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus puniceus,NA,NA,NA
microbe-directory,Phascolarctobacterium succinatutens,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Microbulbifer hydrolyticus,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,Microbulbifer hydrolyticus,NA,NA,NA
microbe-directory,Flavobacterium psychrophilum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,1,0,1
gtdb_ar_meta-ncbi_taxonomy,Picrophilus oshimae,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Picrophilus,Picrophilus oshimae,NA,NA,NA
microbe-directory,Human polyomavirus 12,Viruses,Viruses noname,Viruses noname,Viruses noname,Polyomaviridae,Polyomavirus,Human polyomavirus 12,0,0,NA
microbe-directory,Bibersteinia trehalosi,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,Bibersteinia trehalosi,NA,NA,NA
gtdb_bac_meta-lsu_silva_23s_taxonomy,Novosphingobium sp. PP1Y,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. PP1Y,NA,NA,NA
microbe-directory,Shigella boydii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella boydii,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Spiroplasma turonicum,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma turonicum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Bradyrhizobium paxllaeri,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium paxllaeri,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Acinetobacter cumulans,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter cumulans,NA,NA,NA
microbe-directory,Marinomonas mediterranea,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas mediterranea,0,0,NA
microbe-directory,Theileria parva,Eukaryota,Apicomplexa,Aconoidasida,Aconoidasida noname,Theileriidae,Theileria,Theileria parva,1,0,1
gtdb_ar_meta-ncbi_taxonomy,Methanocaldococcus bathoardescens,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus bathoardescens,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Dickeya fangzhongdai,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya fangzhongdai,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Sphingopyxis sp. QXT-31,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. QXT-31,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Candidatus Promineofilum breve,Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Candidatus Promineofilum,Candidatus Promineofilum breve,NA,NA,NA
microbe-directory,Lactobacillus coryniformis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus coryniformis,NA,NA,NA
microbe-directory,Streptococcus pasteurianus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pasteurianus,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Methylobacterium aquaticum,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium aquaticum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Neisseria zalophi,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria zalophi,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Streptomyces sp. 2114.2,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. 2114.2,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Saccharibacillus brassicae,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus brassicae,NA,NA,NA
microbe-directory,Coraliomargarita akajimensis,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita akajimensis,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Borreliella garinii,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borreliella garinii,NA,NA,NA
microbe-directory,Exiguobacterium antarcticum,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales noname,Exiguobacterium,Exiguobacterium antarcticum,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Caulobacter sp. K31,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. K31,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Chryseobacterium sp. 3008163,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. 3008163,NA,NA,NA
gtdb_bac_meta-lsu_silva_23s_taxonomy,Rhodocyclaceae bacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,Rhodocyclaceae bacterium,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Candidatus Nitrosotenuis aquarius,Archaea,Thaumarchaeota,,,,Candidatus Nitrosotenuis,Candidatus Nitrosotenuis aquarius,NA,NA,NA
microbe-directory,Staphylococcus simulans,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus simulans,1,0,1
microbe-directory,Enterococcus gilvus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gilvus,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Lactococcus sp. 1JSPR-7,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus sp. 1JSPR-7,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Agarilytica rhodophyticola,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Agarilytica,Agarilytica rhodophyticola,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Candidatus Desulfovibrio trichonymphae,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Candidatus Desulfovibrio trichonymphae,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Oleiphilus messinensis,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Oleiphilus messinensis,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Pelobacter sp. SFB93,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Syntrophotaleaceae,Syntrophotalea,Pelobacter sp. SFB93,NA,NA,NA
microbe-directory,Bacillus anthracis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,1,0,1
gtdb_bac_meta-ssu_silva_taxonomy,Synechococcus sp. PCC 6312,Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Thermosynechococcaceae,Synechococcus PCC-6312,Synechococcus sp. PCC 6312,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Pseudomonas migulae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas migulae,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Pseudomonas lundensis,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas lundensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Lysobacter maris,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter maris,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Caulobacter rhizosphaerae,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter rhizosphaerae,NA,NA,NA
microbe-directory,Amycolatopsis benzoatilytica,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis benzoatilytica,NA,0,NA
gtdb_bac_meta-ncbi_taxonomy,Muribaculum intestinale,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Defluviitoga tunisiensis,Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,Defluviitoga tunisiensis,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Methanothermobacter wolfeii,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter wolfeii,NA,NA,NA
microbe-directory,Cellvibrio japonicus,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio,Cellvibrio japonicus,0,1,2
microbe-directory,Prevotella denticola,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,NA,0,NA
microbe-directory,Desulfobacula toluolica,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,Desulfobacula toluolica,NA,NA,NA
microbe-directory,Spirochaeta africana,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta africana,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Campylobacter avium,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter avium,NA,NA,NA
microbe-directory,Rhodobacter sphaeroides,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Methylocystis sp. SC2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis sp. SC2,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Sutterella faecalis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella faecalis,NA,NA,NA
microbe-directory,Burkholderia vietnamiensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia vietnamiensis,NA,1,2
microbe-directory,Gluconobacter thailandicus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter thailandicus,0,0,NA
microbe-directory,Wolbachia endosymbiont of Drosophila simulans,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Drosophila simulans,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Dermacoccus nishinomiyaensis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Dermacoccus,Dermacoccus nishinomiyaensis,NA,NA,NA
microbe-directory,Sphingobium baderi,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium baderi,0,0,NA
microbe-directory,Stenotrophomonas phage S1,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Stenotrophomonas phage S1,0,0,NA
microbe-directory,Desulfotomaculum nigrificans,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum nigrificans,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Bacillus horikoshii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Sutcliffiella,Bacillus horikoshii,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Mycobacterium tuberculosis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,NA,NA,NA
microbe-directory,Corallococcus coralloides,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Caldimicrobium thiodismutans,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,Caldimicrobium thiodismutans,NA,NA,NA
microbe-directory,Mycobacterium phage Whirlwind,Viruses,Viruses noname,Viruses noname,Caudovirales,Siphoviridae,Siphoviridae noname,Mycobacterium phage Whirlwind,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Desulfobacter hydrogenophilus,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter hydrogenophilus,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Microbacterium paludicola,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium paludicola,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Citromicrobium sp. JL477,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Citromicrobium sp. JL477,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Streptomyces sp. S8,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. S8,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Aquisphaera giovannonii,Bacteria,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Aquisphaera,Aquisphaera giovannonii,NA,NA,NA
gtdb_ar_meta-lsu_silva_23s_taxonomy,Methanopyrus sp. SNP6,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus sp. SNP6,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Pandoraea oxalativorans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea oxalativorans,NA,NA,NA
microbe-directory,Megamonas funiformis,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas funiformis,NA,NA,NA
microbe-directory,Deinococcus peraridilitoris,Bacteria,Deinococcus Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus peraridilitoris,0,0,NA
microbe-directory,Petrotoga mobilis,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Petrotoga,Petrotoga mobilis,0,0,NA
microbe-directory,Thermoplasma volcanium,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma volcanium,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Rickettsia asiatica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia asiatica,NA,NA,NA
microbe-directory,Candidatus Phytoplasma australiense,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma australiense,NA,1,2
gtdb_bac_meta-ncbi_taxonomy,Paraburkholderia terricola,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia terricola,NA,NA,NA
microbe-directory,Geobacter lovleyi,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter lovleyi,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Brevefilum fermentans,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Brevefilum,Brevefilum fermentans,NA,NA,NA
microbe-directory,Oceanithermus profundus,Bacteria,Deinococcus Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Sphingomonas indica,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas indica,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Streptomyces subrutilus,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces subrutilus,NA,NA,NA
microbe-directory,Lactobacillus plantarum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Cellulophaga baltica,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Mucilaginibacter sp. HYN0043,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. HYN0043,NA,NA,NA
